Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Varanasi,Mumbai,1705,97.67,No,Train,Standard,Mixed,11,3,163064.42,Cloudy,Weekend,No,No,21-09-2024,02-10-2024,11,9,2024,2A,1.2
Indore,Goa,1210,107.63,No,Flight,Standard,Non-Veg,12,5,220125.16,Cloudy,Vacation,No,No,11-04-2025,23-04-2025,12,4,2025,Business,1.8
Kerala,Surat,1768,106.2,No,Flight,Standard,Mixed,3,2,42758.79,Sunny,Vacation,No,No,09-01-2024,12-01-2024,3,1,2024,Business,1.8
Mumbai,Bhopal,866,108.87,No,Train,Budget,Mixed,15,3,54059.62,Sunny,Vacation,No,Yes,16-04-2024,01-05-2024,15,4,2024,SL,0.7
Chandigarh,Ahmedabad,1273,96.76,No,Flight,Budget,Non-Veg,3,4,64680.91,Sunny,Festival,No,Yes,11-11-2024,14-11-2024,3,11,2024,Business,1.8
Surat,Goa,800,96.81,No,Train,Luxury,Veg,4,1,30126.22,Rainy,Business,Yes,No,29-06-2024,03-07-2024,4,6,2024,3A,1
Varanasi,Bhopal,818,98.69,No,Train,Budget,Non-Veg,12,4,64741.76,Rainy,Vacation,Yes,Yes,23-02-2025,07-03-2025,12,2,2025,EconomyA,1.4
Bangalore,Lucknow,2167,102.91,No,Train,Resort,Mixed,8,3,171221,Sunny,Vacation,No,Yes,06-03-2025,14-03-2025,8,3,2025,EconomyA,1.4
Goa,Bangalore,510,97.74,No,Car,Standard,Veg,7,2,44990.4,Sunny,Business,Yes,Yes,29-09-2024,06-10-2024,7,9,2024,Economy,1
Mumbai,Kolkata,2305,106.13,No,Flight,Luxury,Mixed,7,2,128625.38,Cloudy,Weekend,No,No,16-01-2024,23-01-2024,7,1,2024,Economy,1
Kolkata,Agra,1380,107.37,Yes,Flight,Standard,Non-Veg,11,2,129649.19,Sunny,Business,No,No,27-01-2025,07-02-2025,11,1,2025,Economy,1
Kerala,Bhopal,1727,108.48,No,Flight,Luxury,Veg,4,1,41604.41,Cloudy,Weekend,No,No,03-07-2024,07-07-2024,4,7,2024,Premium Economy,1.3
Pune,Rishikesh,1621,108.67,Yes,Flight,Luxury,Veg,12,4,566548.59,Cloudy,Vacation,No,Yes,22-03-2025,03-04-2025,12,3,2025,Economy,1
Jaipur,Pune,1243,107.07,No,Flight,Standard,Veg,11,1,42348.8,Cloudy,Festival,No,No,14-09-2024,25-09-2024,11,9,2024,Business,1.8
Mumbai,Agra,1184,105.3,No,Flight,Budget,Veg,10,2,51916.84,Cloudy,Weekend,No,Yes,23-04-2025,03-05-2025,10,4,2025,Economy,1
Nagpur,Ahmedabad,912,108.5,No,Train,Standard,Veg,6,4,72489.9,Rainy,Vacation,No,No,24-07-2025,30-07-2025,6,7,2025,SL,0.7
Chandigarh,Bangalore,2676,96.18,No,Train,Luxury,Mixed,9,1,62799.34,Sunny,Business,No,Yes,23-08-2025,01-09-2025,9,8,2025,2A,1.2
Nagpur,Lucknow,873,104.29,No,Flight,Budget,Veg,7,4,63987.27,Cloudy,Weekend,No,No,06-11-2024,13-11-2024,7,11,2024,Economy,1
Varanasi,Goa,1837,95.31,No,Train,Budget,Vegan,9,1,20779.2,Sunny,Weekend,No,No,08-02-2025,17-02-2025,9,2,2025,SL,0.7
Bangalore,Pune,826,104.06,No,Train,Budget,Mixed,4,3,13522.77,Sunny,Business,Yes,No,02-02-2025,06-02-2025,4,2,2025,2A,1.2
Surat,Chennai,1621,97.19,No,Flight,Standard,Mixed,11,2,79861.43,Sunny,Vacation,Yes,Yes,31-05-2025,11-06-2025,11,5,2025,Economy,1
Varanasi,Hyderabad,1107,97.96,No,Train,Luxury,Non-Veg,3,1,30755.89,Sunny,Business,Yes,Yes,13-04-2024,16-04-2024,3,4,2024,EconomyA,1.4
Delhi,Goa,2007,94.23,No,Train,Standard,Vegan,14,4,161084.39,Rainy,Weekend,Yes,No,02-08-2024,16-08-2024,14,8,2024,2A,1.2
Bhopal,Delhi,836,108.21,No,Flight,Luxury,Veg,2,2,37025.43,Sunny,Weekend,Yes,No,03-04-2024,05-04-2024,2,4,2024,Premium Economy,1.3
Jaipur,Kerala,2332,108.4,No,Bus,Standard,Vegan,5,3,69676.63,Cloudy,Vacation,No,No,25-11-2024,30-11-2024,5,11,2024,Non-AC Sleeper,1.1
Indore,Bhopal,205,107.58,No,Train,Luxury,Non-Veg,13,5,383971.68,Sunny,Vacation,No,Yes,16-01-2025,29-01-2025,13,1,2025,SL,0.7
Surat,Mumbai,282,97.69,No,Bus,Budget,Non-Veg,5,2,16169.42,Rainy,Business,No,Yes,30-09-2024,05-10-2024,5,9,2024,AC Sleeper,1.3
Bhopal,Chandigarh,1074,109.85,No,Car,Budget,Veg,9,4,40240.31,Sunny,Vacation,Yes,No,14-08-2025,23-08-2025,9,8,2025,Economy,1
Agra,Delhi,197,98.42,No,Car,Standard,Non-Veg,13,1,61869.1,Sunny,Business,No,No,25-08-2024,07-09-2024,13,8,2024,Economy,1
Lucknow,Rishikesh,652,97.47,No,Train,Standard,Veg,6,1,24841.54,Sunny,Vacation,No,No,15-08-2024,21-08-2024,6,8,2024,EconomyA,1.4
Ahmedabad,Jaipur,672,96.04,No,Train,Budget,Veg,5,4,33122.06,Sunny,Vacation,No,Yes,14-06-2024,19-06-2024,5,6,2024,2A,1.2
Chandigarh,Ahmedabad,1083,95.48,No,Flight,Budget,Non-Veg,10,1,22708.06,Cloudy,Vacation,Yes,No,28-07-2024,07-08-2024,10,7,2024,Business,1.8
Jaipur,Kolkata,1740,107.57,No,Flight,Standard,Mixed,5,2,72186.62,Rainy,Vacation,No,Yes,10-06-2025,15-06-2025,5,6,2025,Premium Economy,1.3
Rishikesh,Kolkata,1579,97.92,No,Flight,Luxury,Veg,11,3,198938.54,Sunny,Business,Yes,No,20-07-2025,31-07-2025,11,7,2025,Economy,1
Rishikesh,Pune,1555,96.99,No,Train,Resort,Mixed,10,2,229132.73,Rainy,Festival,No,Yes,25-04-2024,05-05-2024,10,4,2024,2A,1.2
Goa,Pune,518,97.22,No,Train,Resort,Vegan,6,2,92431.98,Sunny,Vacation,Yes,Yes,07-06-2024,13-06-2024,6,6,2024,SL,0.7
Kerala,Chennai,713,107.85,No,Car,Standard,Vegan,3,3,37225.22,Cloudy,Weekend,No,Yes,17-04-2025,20-04-2025,3,4,2025,Economy,1
Lucknow,Hyderabad,1386,96.47,No,Train,Standard,Veg,4,1,20682.53,Sunny,Weekend,No,Yes,30-10-2024,03-11-2024,4,10,2024,SL,0.7
Pune,Mumbai,151,104.87,No,Train,Standard,Veg,14,3,127262.89,Sunny,Vacation,No,No,09-01-2024,23-01-2024,14,1,2024,2A,1.2
Bhopal,Varanasi,801,107.12,No,Flight,Standard,Mixed,4,1,19522.26,Sunny,Weekend,Yes,No,24-01-2024,28-01-2024,4,1,2024,Premium Economy,1.3
Goa,Agra,1701,97.36,No,Train,Budget,Vegan,12,3,43677.17,Cloudy,Vacation,Yes,Yes,27-08-2024,08-09-2024,12,8,2024,SL,0.7
Varanasi,Pune,1371,98.09,No,Flight,Standard,Veg,12,4,209932.82,Sunny,Festival,No,No,14-05-2025,26-05-2025,12,5,2025,Premium Economy,1.3
Kolkata,Nagpur,1217,106.77,No,Flight,Standard,Veg,3,4,87750.44,Sunny,Weekend,No,No,02-07-2024,05-07-2024,3,7,2024,Economy,1
Lucknow,Surat,1177,97.43,No,Car,Budget,Vegan,7,3,32853.65,Sunny,Weekend,No,No,16-10-2024,23-10-2024,7,10,2024,Economy,1
Delhi,Varanasi,801,94.22,No,Flight,Resort,Non-Veg,2,2,84166.87,Rainy,Vacation,No,No,23-01-2024,25-01-2024,2,1,2024,Economy,1
Lucknow,Bangalore,2017,95.02,No,Flight,Budget,Non-Veg,12,1,44202.63,Cloudy,Business,No,No,19-08-2025,31-08-2025,12,8,2025,Premium Economy,1.3
Jaipur,Nagpur,934,109.7,No,Flight,Budget,Veg,9,4,74617.38,Sunny,Vacation,No,No,03-06-2024,12-06-2024,9,6,2024,Business,1.8
Lucknow,Hyderabad,1541,98.6,No,Flight,Budget,Non-Veg,7,1,31574.73,Sunny,Business,No,Yes,04-01-2025,11-01-2025,7,1,2025,Premium Economy,1.3
Udaipur,Mumbai,850,111.51,No,Flight,Budget,Non-Veg,4,2,36643.89,Snowy,Business,No,No,20-01-2025,24-01-2025,4,1,2025,Business,1.8
Chennai,Nagpur,957,101.37,No,Train,Budget,Non-Veg,12,1,13800.25,Sunny,Vacation,Yes,Yes,27-01-2025,08-02-2025,12,1,2025,2A,1.2
Indore,Bangalore,1387,107.72,No,Train,Budget,Mixed,14,4,92963.81,Sunny,Business,No,No,25-01-2024,08-02-2024,14,1,2024,3A,1
Varanasi,Nagpur,849,96.71,No,Train,Standard,Veg,14,2,82541.62,Sunny,Vacation,No,No,28-02-2024,13-03-2024,14,2,2024,3A,1
Hyderabad,Kolkata,1599,108.23,No,Flight,Budget,Non-Veg,15,1,33036.27,Cloudy,Business,Yes,Yes,07-01-2024,22-01-2024,15,1,2024,Economy,1
Hyderabad,Chennai,626,107.31,No,Car,Budget,Non-Veg,10,1,15365.53,Cloudy,Weekend,No,No,11-09-2024,21-09-2024,10,9,2024,Economy,1
Lucknow,Indore,882,98.22,No,Flight,Luxury,Non-Veg,7,3,121884.98,Sunny,Vacation,Yes,Yes,27-06-2025,04-07-2025,7,6,2025,Premium Economy,1.3
Udaipur,Surat,450,111.12,No,Car,Luxury,Non-Veg,9,3,160871.02,Cloudy,Vacation,Yes,No,23-06-2024,02-07-2024,9,6,2024,Economy,1
Lucknow,Chennai,2156,96.05,No,Flight,Budget,Veg,9,4,113128.56,Cloudy,Festival,No,Yes,19-10-2024,28-10-2024,9,10,2024,Economy,1
Mumbai,Chennai,1357,109.7,No,Train,Standard,Veg,12,3,136182.9,Sunny,Business,No,No,13-05-2024,25-05-2024,12,5,2024,3A,1
Agra,Kolkata,1579,95.77,No,Car,Budget,Non-Veg,3,2,16418.71,Sunny,Weekend,No,No,19-09-2024,22-09-2024,3,9,2024,Economy,1
Kolkata,Bangalore,2024,106.8,No,Flight,Budget,Vegan,7,5,166109.78,Rainy,Business,Yes,Yes,27-06-2024,04-07-2024,7,6,2024,Business,1.8
Lucknow,Delhi,535,98.55,No,Flight,Standard,Mixed,8,3,88456.66,Sunny,Vacation,No,Yes,01-06-2024,09-06-2024,8,6,2024,Premium Economy,1.3
Surat,Agra,1107,95.48,No,Train,Standard,Veg,12,3,141947.72,Cloudy,Vacation,No,Yes,06-04-2024,18-04-2024,12,4,2024,SL,0.7
Bangalore,Goa,631,100.15,No,Flight,Standard,Veg,8,1,43340.33,Rainy,Vacation,No,No,24-06-2024,02-07-2024,8,6,2024,Premium Economy,1.3
Delhi,Surat,1258,96.02,No,Flight,Standard,Non-Veg,15,2,75217.16,Sunny,Vacation,Yes,Yes,17-04-2025,02-05-2025,15,4,2025,Business,1.8
Surat,Goa,884,98.7,No,Car,Luxury,Veg,14,3,255221.19,Rainy,Vacation,No,No,07-02-2024,21-02-2024,14,2,2024,Economy,1
Chennai,Rishikesh,2541,102.32,No,Car,Standard,Mixed,14,4,123144.77,Sunny,Vacation,Yes,No,17-10-2024,31-10-2024,14,10,2024,Economy,1
Kolkata,Bangalore,1819,104.48,No,Train,Standard,Veg,13,4,146265.69,Rainy,Weekend,Yes,Yes,10-07-2025,23-07-2025,13,7,2025,EconomyA,1.4
Indore,Mumbai,641,107.91,No,Car,Luxury,Non-Veg,10,3,202196.61,Cloudy,Business,No,No,18-08-2024,28-08-2024,10,8,2024,Economy,1
Indore,Bangalore,1401,111.31,No,Flight,Budget,Veg,13,2,61173.9,Cloudy,Business,No,Yes,06-09-2024,19-09-2024,13,9,2024,Business,1.8
Udaipur,Chennai,1787,109.41,No,Train,Luxury,Veg,15,1,151725.7,Sunny,Weekend,No,No,17-04-2025,02-05-2025,15,4,2025,EconomyA,1.4
Chandigarh,Bhopal,902,93.14,No,Bus,Budget,Mixed,4,1,9446.89,Sunny,Vacation,Yes,Yes,05-09-2024,09-09-2024,4,9,2024,AC Sleeper,1.3
Hyderabad,Nagpur,485,109.56,No,Car,Standard,Non-Veg,12,3,105932.99,Sunny,Vacation,No,Yes,19-02-2024,02-03-2024,12,2,2024,Economy,1
Agra,Bhopal,540,98.5,No,Flight,Standard,Veg,14,1,39866.42,Sunny,Weekend,No,No,18-05-2025,01-06-2025,14,5,2025,Economy,1
Agra,Kolkata,1420,98.9,No,Train,Standard,Veg,5,1,22278.86,Cloudy,Business,Yes,No,25-04-2025,30-04-2025,5,4,2025,2A,1.2
Surat,Ahmedabad,273,98.77,No,Car,Standard,Vegan,10,2,50633.38,Cloudy,Vacation,No,No,18-03-2025,28-03-2025,10,3,2025,Economy,1
Jaipur,Rishikesh,518,110.78,No,Flight,Luxury,Veg,5,1,40224.35,Sunny,Weekend,No,No,29-02-2024,05-03-2024,5,2,2024,Premium Economy,1.3
Kolkata,Delhi,1515,106.23,No,Train,Luxury,Veg,15,5,496047.12,Sunny,Weekend,No,Yes,31-03-2025,15-04-2025,15,3,2025,3A,1
Agra,Delhi,225,95.15,No,Flight,Budget,Vegan,10,4,81827.37,Sunny,Weekend,No,No,21-06-2024,01-07-2024,10,6,2024,Business,1.8
Rishikesh,Hyderabad,1751,94.69,No,Train,Standard,Veg,6,5,94938.11,Cloudy,Business,Yes,Yes,27-01-2025,02-02-2025,6,1,2025,2A,1.2
Indore,Varanasi,1052,108.62,No,Flight,Budget,Non-Veg,5,2,42721.75,Sunny,Weekend,No,No,10-01-2024,15-01-2024,5,1,2024,Premium Economy,1.3
Bangalore,Rishikesh,2346,100.53,No,Car,Budget,Veg,11,1,26365.37,Cloudy,Weekend,No,No,14-08-2025,25-08-2025,11,8,2025,Economy,1
Indore,Chandigarh,1018,109.28,No,Flight,Budget,Mixed,13,3,83539.81,Sunny,Vacation,No,No,30-04-2025,13-05-2025,13,4,2025,Economy,1
Udaipur,Agra,626,110,Yes,Flight,Standard,Non-Veg,14,2,136801.37,Sunny,Festival,No,No,08-12-2024,22-12-2024,14,12,2024,Business,1.8
Goa,Indore,1011,95.56,No,Car,Budget,Non-Veg,7,2,17718.13,Rainy,Weekend,Yes,Yes,18-01-2024,25-01-2024,7,1,2024,Economy,1
Udaipur,Bhopal,485,111.44,No,Flight,Standard,Veg,4,3,49140.95,Sunny,Vacation,No,No,23-10-2024,27-10-2024,4,10,2024,Premium Economy,1.3
Delhi,Agra,230,95.68,Yes,Train,Budget,Vegan,9,3,55858.54,Sunny,Vacation,No,No,15-02-2024,24-02-2024,9,2,2024,2A,1.2
Bangalore,Kolkata,1902,101.77,No,Car,Budget,Mixed,4,2,23295.57,Cloudy,Weekend,No,No,02-07-2024,06-07-2024,4,7,2024,Economy,1
Nagpur,Mumbai,880,105.37,No,Train,Budget,Veg,2,3,20292.73,Cloudy,Festival,No,Yes,10-11-2024,12-11-2024,2,11,2024,SL,0.7
Lucknow,Agra,422,95.32,No,Car,Standard,Veg,4,2,19763.21,Rainy,Weekend,No,No,17-09-2024,21-09-2024,4,9,2024,Economy,1
Pune,Kolkata,1965,107.48,No,Train,Standard,Vegan,14,2,100997.06,Rainy,Weekend,No,No,10-04-2024,24-04-2024,14,4,2024,EconomyA,1.4
Bhopal,Bangalore,1526,111.55,No,Flight,Standard,Veg,12,2,111377.95,Cloudy,Business,No,No,08-05-2024,20-05-2024,12,5,2024,Premium Economy,1.3
Jaipur,Agra,301,107.25,No,Bus,Resort,Mixed,7,4,353210.92,Sunny,Business,No,No,21-05-2024,28-05-2024,7,5,2024,AC Sleeper,1.3
Indore,Goa,1140,111.73,No,Train,Standard,Non-Veg,7,3,74922.63,Cloudy,Vacation,No,No,20-03-2025,27-03-2025,7,3,2025,3A,1
Hyderabad,Kerala,1119,107.5,No,Train,Standard,Non-Veg,15,3,194134.4,Sunny,Vacation,No,Yes,17-04-2024,02-05-2024,15,4,2024,EconomyA,1.4
Rishikesh,Mumbai,1632,96.16,No,Train,Budget,Mixed,15,3,64821.09,Sunny,Business,Yes,No,29-04-2024,14-05-2024,15,4,2024,SL,0.7
Bangalore,Delhi,1947,101.81,No,Train,Budget,Veg,9,5,103653.95,Cloudy,Weekend,No,Yes,10-05-2025,19-05-2025,9,5,2025,2A,1.2
Mumbai,Ahmedabad,565,105.16,No,Flight,Budget,Veg,12,2,45165.74,Sunny,Festival,No,No,08-06-2025,20-06-2025,12,6,2025,Economy,1
Udaipur,Lucknow,999,110.2,No,Train,Standard,Non-Veg,12,2,47044.89,Rainy,Weekend,Yes,No,26-03-2024,07-04-2024,12,3,2024,3A,1
Delhi,Surat,1144,94.43,No,Flight,Budget,Veg,4,1,17101.72,Sunny,Weekend,No,Yes,06-12-2024,10-12-2024,4,12,2024,Economy,1
Chandigarh,Chennai,2621,95.62,No,Train,Luxury,Non-Veg,13,3,191576.32,Cloudy,Vacation,Yes,Yes,23-06-2024,06-07-2024,13,6,2024,EconomyA,1.4
Agra,Bangalore,1732,95.21,No,Train,Budget,Non-Veg,13,4,92413.18,Cloudy,Weekend,Yes,No,05-06-2025,18-06-2025,13,6,2025,EconomyA,1.4
Hyderabad,Bangalore,626,108.46,No,Car,Budget,Veg,13,4,53815.34,Cloudy,Vacation,No,Yes,19-05-2024,01-06-2024,13,5,2024,Economy,1
Kolkata,Chandigarh,1799,105.97,No,Flight,Standard,Non-Veg,8,4,147773.25,Cloudy,Vacation,Yes,Yes,18-05-2025,26-05-2025,8,5,2025,Business,1.8
Lucknow,Kerala,2486,96.33,No,Train,Budget,Veg,14,2,54251.61,Cloudy,Vacation,No,No,07-03-2025,21-03-2025,14,3,2025,3A,1
Hyderabad,Jaipur,1335,107.88,Yes,Bus,Standard,Non-Veg,2,2,23543.83,Sunny,Vacation,Yes,Yes,13-12-2024,15-12-2024,2,12,2024,Non-AC Sleeper,1.1
Lucknow,Ahmedabad,1153,96.38,No,Flight,Budget,Veg,12,1,25919.36,Sunny,Festival,No,Yes,24-05-2025,05-06-2025,12,5,2025,Economy,1
Indore,Chandigarh,1282,107.16,No,Flight,Budget,Mixed,4,3,47829.69,Rainy,Vacation,No,No,05-02-2024,09-02-2024,4,2,2024,Economy,1
Indore,Kerala,1734,107.25,Yes,Flight,Budget,Veg,12,5,187716.72,Sunny,Vacation,No,No,19-08-2024,31-08-2024,12,8,2024,Business,1.8
Chennai,Jaipur,1893,101.26,Yes,Flight,Standard,Non-Veg,13,1,64826.21,Cloudy,Festival,No,No,13-03-2025,26-03-2025,13,3,2025,Economy,1
Ahmedabad,Nagpur,869,95.19,No,Flight,Budget,Non-Veg,13,2,47764.18,Cloudy,Vacation,Yes,Yes,27-09-2024,10-10-2024,13,9,2024,Premium Economy,1.3
Kolkata,Surat,1870,107.53,No,Flight,Luxury,Non-Veg,5,1,54214.26,Rainy,Vacation,No,No,04-08-2025,09-08-2025,5,8,2025,Premium Economy,1.3
Chennai,Hyderabad,632,103,No,Train,Standard,Veg,6,1,22031.59,Cloudy,Weekend,No,No,05-03-2024,11-03-2024,6,3,2024,EconomyA,1.4
Chandigarh,Chennai,2659,94.21,No,Flight,Luxury,Non-Veg,7,3,184420.12,Sunny,Festival,No,Yes,20-06-2025,27-06-2025,7,6,2025,Business,1.8
Mumbai,Goa,512,105.68,Yes,Train,Standard,Vegan,6,3,75987.36,Sunny,Festival,No,Yes,12-12-2024,18-12-2024,6,12,2024,2A,1.2
Hyderabad,Chennai,599,109.37,No,Train,Luxury,Veg,7,3,215071.88,Cloudy,Festival,No,No,24-11-2024,01-12-2024,7,11,2024,SL,0.7
Delhi,Surat,1247,95.96,No,Flight,Luxury,Veg,4,3,98229.32,Cloudy,Weekend,Yes,Yes,14-03-2024,18-03-2024,4,3,2024,Premium Economy,1.3
Kerala,Agra,2472,108.91,Yes,Flight,Standard,Mixed,3,1,36042.83,Rainy,Business,Yes,Yes,30-12-2024,02-01-2025,3,12,2024,Business,1.8
Jaipur,Rishikesh,485,110.28,No,Flight,Budget,Non-Veg,6,1,17451,Cloudy,Weekend,No,No,21-10-2024,27-10-2024,6,10,2024,Premium Economy,1.3
Chennai,Kolkata,1697,101.56,No,Train,Budget,Veg,11,1,15471.06,Sunny,Vacation,Yes,No,06-09-2024,17-09-2024,11,9,2024,SL,0.7
Delhi,Varanasi,748,95.97,No,Car,Luxury,Veg,7,1,53909.71,Sunny,Vacation,No,No,23-08-2025,30-08-2025,7,8,2025,Economy,1
Indore,Kolkata,1648,109.37,No,Train,Budget,Non-Veg,12,2,47561.47,Rainy,Weekend,No,Yes,17-03-2025,29-03-2025,12,3,2025,SL,0.7
Agra,Surat,1070,96.29,No,Flight,Standard,Veg,8,1,32598.58,Cloudy,Vacation,No,Yes,19-09-2024,27-09-2024,8,9,2024,Premium Economy,1.3
Chennai,Bangalore,354,101.88,No,Train,Luxury,Veg,2,1,20719.87,Sunny,Weekend,No,Yes,28-06-2024,30-06-2024,2,6,2024,SL,0.7
Agra,Ahmedabad,879,96.7,No,Flight,Luxury,Non-Veg,11,5,259071.77,Cloudy,Vacation,No,Yes,31-05-2025,11-06-2025,11,5,2025,Business,1.8
Goa,Udaipur,1305,96.02,No,Flight,Standard,Non-Veg,2,4,66257.35,Sunny,Vacation,No,No,09-06-2024,11-06-2024,2,6,2024,Premium Economy,1.3
Surat,Bangalore,1286,96.63,No,Flight,Standard,Vegan,9,2,101599.02,Sunny,Weekend,No,Yes,25-07-2025,03-08-2025,9,7,2025,Economy,1
Agra,Indore,669,97.59,No,Car,Luxury,Non-Veg,9,3,149366.44,Sunny,Weekend,No,No,13-01-2025,22-01-2025,9,1,2025,Economy,1
Bangalore,Agra,1713,100.41,No,Flight,Standard,Mixed,12,2,99563.56,Sunny,Vacation,No,No,27-05-2025,08-06-2025,12,5,2025,Business,1.8
Ahmedabad,Chennai,1713,95.62,No,Train,Budget,Non-Veg,11,2,51773.97,Sunny,Business,No,No,20-03-2025,31-03-2025,11,3,2025,2A,1.2
Mumbai,Surat,297,108.17,No,Train,Standard,Non-Veg,6,1,18226.09,Rainy,Weekend,No,No,21-06-2025,27-06-2025,6,6,2025,2A,1.2
Mumbai,Kolkata,2122,106.52,No,Flight,Luxury,Vegan,14,1,126916.45,Sunny,Business,Yes,Yes,16-11-2024,30-11-2024,14,11,2024,Premium Economy,1.3
Kerala,Rishikesh,2663,105.61,No,Train,Standard,Veg,9,1,33415.46,Sunny,Vacation,No,No,18-08-2025,27-08-2025,9,8,2025,EconomyA,1.4
Indore,Chandigarh,1088,107.72,No,Flight,Budget,Mixed,6,1,16766.18,Cloudy,Weekend,No,No,25-03-2025,31-03-2025,6,3,2025,Premium Economy,1.3
Goa,Bangalore,586,97.25,No,Flight,Luxury,Veg,5,3,123172.68,Sunny,Weekend,Yes,Yes,08-04-2025,13-04-2025,5,4,2025,Premium Economy,1.3
Rishikesh,Pune,1743,97.89,No,Flight,Luxury,Mixed,14,2,209185,Rainy,Vacation,No,No,28-06-2024,12-07-2024,14,6,2024,Premium Economy,1.3
Nagpur,Ahmedabad,877,104.7,No,Train,Standard,Vegan,12,2,80029.83,Cloudy,Weekend,No,No,14-03-2024,26-03-2024,12,3,2024,3A,1
Bangalore,Pune,921,100.58,No,Car,Budget,Veg,9,5,51224.9,Rainy,Festival,No,No,06-05-2025,15-05-2025,9,5,2025,Economy,1
Indore,Pune,566,108.51,No,Train,Standard,Veg,11,2,45820.48,Sunny,Weekend,Yes,Yes,02-08-2024,13-08-2024,11,8,2024,2A,1.2
Pune,Jaipur,1251,109.74,No,Flight,Standard,Non-Veg,5,2,41731.81,Rainy,Business,Yes,No,25-08-2025,30-08-2025,5,8,2025,Business,1.8
Chandigarh,Mumbai,1887,94.99,No,Train,Standard,Mixed,10,5,173382.82,Sunny,Business,Yes,Yes,17-07-2024,27-07-2024,10,7,2024,EconomyA,1.4
Varanasi,Chandigarh,1054,98.9,No,Flight,Standard,Non-Veg,11,2,65984.33,Cloudy,Vacation,No,No,16-08-2024,27-08-2024,11,8,2024,Business,1.8
Goa,Bhopal,1101,96.59,No,Flight,Luxury,Veg,2,1,18298.98,Sunny,Weekend,Yes,No,19-03-2024,21-03-2024,2,3,2024,Economy,1
Indore,Chennai,1382,110.74,No,Flight,Budget,Veg,15,2,67809.89,Sunny,Business,Yes,No,19-11-2024,04-12-2024,15,11,2024,Premium Economy,1.3
Nagpur,Chandigarh,1338,108.91,No,Flight,Budget,Veg,12,2,53188.94,Sunny,Vacation,No,No,29-02-2024,12-03-2024,12,2,2024,Business,1.8
Surat,Bhopal,567,97.84,No,Car,Standard,Vegan,6,2,26758.3,Cloudy,Vacation,No,No,09-06-2024,15-06-2024,6,6,2024,Economy,1
Goa,Bangalore,553,95.25,No,Flight,Budget,Non-Veg,3,1,11233.45,Sunny,Business,Yes,No,23-09-2024,26-09-2024,3,9,2024,Premium Economy,1.3
Agra,Udaipur,621,96.65,No,Bus,Luxury,Veg,15,3,360278.12,Sunny,Weekend,No,Yes,28-07-2024,12-08-2024,15,7,2024,Non-AC Sleeper,1.1
Pune,Jaipur,1198,105.68,No,Flight,Luxury,Veg,15,1,108393.23,Sunny,Vacation,No,No,06-07-2024,21-07-2024,15,7,2024,Premium Economy,1.3
Kerala,Udaipur,1953,107.28,No,Flight,Budget,Non-Veg,10,5,154576.3,Sunny,Vacation,No,Yes,30-04-2025,10-05-2025,10,4,2025,Premium Economy,1.3
Jaipur,Indore,534,109.53,No,Train,Standard,Non-Veg,3,1,7411.35,Sunny,Business,No,Yes,14-02-2024,17-02-2024,3,2,2024,EconomyA,1.4
Nagpur,Varanasi,710,105.71,No,Train,Budget,Veg,12,1,17289.39,Rainy,Vacation,No,Yes,08-05-2025,20-05-2025,12,5,2025,EconomyA,1.4
Chennai,Hyderabad,636,102.16,No,Train,Standard,Veg,4,3,33778.69,Sunny,Business,Yes,No,25-07-2024,29-07-2024,4,7,2024,2A,1.2
Bangalore,Pune,1067,102.17,No,Train,Standard,Non-Veg,3,1,12620.36,Sunny,Vacation,No,Yes,25-01-2024,28-01-2024,3,1,2024,3A,1
Bhopal,Mumbai,893,110.6,No,Flight,Standard,Non-Veg,6,1,33742.34,Sunny,Weekend,No,Yes,29-07-2024,04-08-2024,6,7,2024,Economy,1
Mumbai,Lucknow,1419,109.33,No,Flight,Budget,Veg,5,3,51224.1,Sunny,Vacation,No,Yes,27-05-2025,01-06-2025,5,5,2025,Economy,1
Rishikesh,Jaipur,570,95.2,No,Train,Budget,Non-Veg,10,4,57052.53,Sunny,Vacation,Yes,No,03-08-2025,13-08-2025,10,8,2025,2A,1.2
Nagpur,Kolkata,1214,105.72,No,Flight,Standard,Non-Veg,14,4,261292.18,Sunny,Business,No,Yes,09-02-2024,23-02-2024,14,2,2024,Premium Economy,1.3
Jaipur,Goa,1800,111.63,No,Car,Budget,Mixed,15,2,63598.44,Sunny,Vacation,No,No,25-06-2025,10-07-2025,15,6,2025,Economy,1
Indore,Mumbai,732,108.27,No,Train,Budget,Veg,14,5,78679.51,Cloudy,Weekend,No,No,04-12-2024,18-12-2024,14,12,2024,SL,0.7
Lucknow,Bhopal,582,97.43,No,Train,Budget,Non-Veg,4,2,10305.77,Sunny,Weekend,Yes,No,05-04-2024,09-04-2024,4,4,2024,EconomyA,1.4
Kolkata,Ahmedabad,1948,106.14,No,Train,Luxury,Veg,11,1,81850.43,Sunny,Weekend,No,No,23-04-2025,04-05-2025,11,4,2025,SL,0.7
